genome,completeness,contamination,length,N50
EHA03694_bin.216.fa.gz,82.84,1.26,1089103,10330
EHA01409_bin.26.fa.gz,97.33,2.898,2979722,3737
EHA03446_bin.20.fa.gz,67.4,0.02,2233080,4478
EHA03410_bin.13.fa.gz,99.51,1.18,5419798,30397
EHA02915_bin.16.fa.gz,56.91,8.15,2658122,2543
EHA03599_bin.27.fa.gz,99.99,0.31,2547545,6635
EHA00654_bin.24.fa.gz,56.31,1.139,2172265,3160
EHA02869_bin.41.fa.gz,99.86,0.0,3539317,40957
EHA03382_bin.20.fa.gz,94.3,0.0,1983599,220825
EHA03390_bin.3.fa.gz,100.0,0.31,1968980,28867
EHA03430_bin.21.fa.gz,64.05,3.29,1797259,2295
EHA03394_bin.28.fa.gz,58.2,1.69,3023954,67479
EHA03781_bin.756.fa.gz,66.44,2.09,2993398,5103
EHA03781_bin.654.fa.gz,99.83,0.57,1614567,4151
EHA03407_bin.21.fa.gz,70.48,9.64,2106643,2785
EHA03755_bin.60.fa.gz,78.85,5.92,1678313,3651
EHA03376_bin.16.fa.gz,94.32,0.07,3091123,400412
EHA03694_bin.386.fa.gz,81.31,1.48,1736845,5849
EHA03420_bin.22.fa.gz,93.37,2.23,3040647,26551
EHA01443_bin.74.fa.gz,87.69,2.797,1995171,6926
EHA03651_bin.162.fa.gz,83.74,0.56,1888416,3180
EHA03424_bin.5.fa.gz,57.86,9.48,2401227,2216
EHA03420_bin.19.fa.gz,96.98,0.0,1881330,163245
EHA01443_bin.95.fa.gz,80.45,0.0,4930403,48836
EHA03651_bin.430.fa.gz,97.9,0.86,1107661,18561
EHA03755_bin.267.fa.gz,93.83,0.92,3005995,81000
EHA03781_bin.703.fa.gz,92.95,3.53,1455989,18858
EHA03694_bin.280.fa.gz,78.22,2.92,3141862,4406
EHA03781_bin.483.fa.gz,66.52,3.74,2244637,10276
EHA03694_bin.350.fa.gz,96.49,1.05,3407052,29228
EHA01415_bin.1.fa.gz,95.56,2.969,3654010,8899
EHA00726_bin.23.fa.gz,92.15,1.634,1454177,6799
EHA03781_bin.718.fa.gz,70.07,2.34,2911324,7961
EHA03781_bin.42.fa.gz,95.39,0.01,3180429,23101
EHA01432_bin.118.fa.gz,93.12,1.775,2893778,23573
EHA00719_bin.10.fa.gz,97.27,0.0,3003887,63498
EHA03404_bin.9.fa.gz,100.0,0.24,3171865,53978
EHA03385_bin.41.fa.gz,67.46,3.62,2489811,7274
EHA01432_bin.33.fa.gz,75.59,0.447,2269537,7079
EHA02869_bin.66.fa.gz,61.11,6.14,2474444,3523
EHA03452_bin.20.fa.gz,54.21,1.43,941200,2896
EHA03651_bin.30.fa.gz,84.03,2.18,1751335,2626
EHA03452_bin.7.fa.gz,74.08,2.19,1283091,3901
EHA01421_bin.60.fa.gz,73.02,0.782,1596876,4320
EHA03389_bin.8.fa.gz,84.09,0.91,2496582,9787
EHA03781_bin.587.fa.gz,99.98,0.08,1853319,14430
EHA03415_bin.16.fa.gz,97.51,0.19,1969008,28325
EHA03755_bin.103.fa.gz,78.18,1.56,3306506,12035
EHA00722_bin.6.fa.gz,96.77,1.612,2025346,51693
EHA01443_bin.116.fa.gz,70.33,2.373,3588193,5740
EHA01415_bin.3.fa.gz,55.16,8.144,1671378,4004
EHA03380_bin.18.fa.gz,99.6,0.48,3977953,122705
EHA00680_bin.2.fa.gz,99.81,1.0,5179876,58511
EHA03755_bin.263.fa.gz,97.16,0.23,2700917,54714
EHA01404_bin.78.fa.gz,92.06,0.201,1450704,224837
EHA02915_bin.59.fa.gz,94.93,1.26,2155052,30665
EHA03384_bin.24.fa.gz,81.8,0.76,1801144,8191
EHA03694_bin.312.fa.gz,74.28,0.76,1729181,4900
EHA03444_bin.20.fa.gz,85.7,0.62,4228715,45666
EHA03694_bin.227.fa.gz,96.74,1.59,2104826,19593
EHA03591_bin.1.fa.gz,77.84,1.5,924718,3756
EHA00724_bin.3.fa.gz,85.31,1.089,1301890,3638
EHA00722_bin.32.fa.gz,80.7,4.022,2472643,20753
EHA01826_bin.47.fa.gz,81.21,1.63,2695135,3609
EHA03382_bin.5.fa.gz,64.97,0.82,1766751,4133
EHA00724_bin.4.fa.gz,67.2,7.649,2039222,6804
EHA03418_bin.13.fa.gz,95.21,0.42,1860673,476513
EHA03781_bin.76.fa.gz,98.81,0.79,3147324,5675
EHA03440_bin.24.fa.gz,95.42,0.69,1936131,26445
EHA03694_bin.565.fa.gz,65.75,0.83,1007465,3508
EHA00667_bin.15.fa.gz,89.0,1.615,1668860,4822
EHA00719_bin.15.fa.gz,98.87,2.247,3564627,25067
EHA03651_bin.89.fa.gz,98.81,0.33,1817390,9518
EHA03391_bin.6.fa.gz,54.6,0.33,2209501,3998
EHA03435_bin.29.fa.gz,74.82,2.45,1523592,2573
EHA03694_bin.466.fa.gz,94.94,3.78,2203868,4484
EHA01443_bin.84.fa.gz,58.6,1.006,1898135,2881
EHA03781_bin.232.fa.gz,92.03,0.32,922736,6510
EHA03781_bin.711.fa.gz,94.82,0.17,1498406,7469
EHA01404_bin.135.fa.gz,87.04,3.039,4558152,31425
EHA03755_bin.193.fa.gz,68.84,1.44,2829545,4788
EHA00726_bin.33.fa.gz,100.0,1.612,3678506,323199
EHA00674_bin.8.fa.gz,95.3,0.915,2077980,3393
EHA03382_bin.28.fa.gz,82.76,0.52,4421675,74614
EHA03781_bin.365.fa.gz,97.17,0.06,2780285,6829
EHA03431_bin.7.fa.gz,99.56,0.38,1920157,48909
EHA00726_bin.20.fa.gz,99.0,1.265,2896702,34122
EHA03755_bin.82.fa.gz,79.77,0.97,3711710,7069
EHA03781_bin.186.fa.gz,100.0,0.05,3093649,78202
EHA03781_bin.322.fa.gz,98.82,0.57,2372861,9552
EHA03592_bin.5.fa.gz,96.12,1.47,2429813,87119
EHA03755_bin.370.fa.gz,72.74,1.46,3975384,36887
EHA03694_bin.200.fa.gz,96.12,0.12,960863,29095
EHA01443_bin.69.fa.gz,95.74,0.223,2380612,22059
EHA03781_bin.105.fa.gz,97.47,0.01,2295846,55965
EHA01409_bin.36.fa.gz,68.51,0.789,3834224,3099
EHA03448_bin.24.fa.gz,99.73,0.0,1333540,65079
EHA03781_bin.210.fa.gz,89.3,9.47,1866211,7331
EHA02915_bin.12.fa.gz,72.95,4.3,2565330,5648
EHA03781_bin.153.fa.gz,85.54,1.14,4441496,7708
EHA03755_bin.221.fa.gz,96.99,6.9,3513291,15767
EHA03694_bin.454.fa.gz,84.52,4.39,2579652,8828
EHA00717_bin.53.fa.gz,97.0,2.095,1281947,3980
EHA03435_bin.20.fa.gz,100.0,0.48,3067514,15577
EHA03694_bin.300.fa.gz,61.91,2.57,2240220,4062
EHA03587_bin.4.fa.gz,91.15,3.18,2210873,8544
EHA00563_bin.22.fa.gz,98.69,0.0,1635740,244961
EHA03591_bin.32.fa.gz,51.82,7.37,2865375,2658
EHA03586_bin.24.fa.gz,83.68,0.97,3063077,5062
EHA01426_bin.103.fa.gz,56.88,3.875,1480506,2588
EHA03694_bin.56.fa.gz,53.8,0.83,3781328,10655
EHA03694_bin.94.fa.gz,90.79,2.84,5139202,12858
EHA00805_bin.50.fa.gz,67.54,2.684,2350242,9062
EHA01404_bin.91.fa.gz,91.34,1.522,2815689,11039
EHA03781_bin.70.fa.gz,93.9,1.26,3526816,7364
EHA03651_bin.285.fa.gz,97.69,0.16,2164858,71565
EHA00723_bin.12.fa.gz,99.32,0.0,2067237,270495
EHA03427_bin.18.fa.gz,68.23,8.02,2578063,3443
EHA03651_bin.439.fa.gz,93.66,4.51,3207336,4026
EHA03401_bin.14.fa.gz,63.22,1.34,2051457,3696
EHA00726_bin.15.fa.gz,93.16,1.709,2275638,354019
EHA01404_bin.117.fa.gz,94.73,0.476,1848646,41555
EHA03440_bin.36.fa.gz,87.58,1.08,3242537,38642
EHA01436_bin.39.fa.gz,74.67,6.923,1880927,6792
EHA03408_bin.37.fa.gz,62.83,6.53,2130466,23769
EHA00662_bin.10.fa.gz,92.13,1.123,1615325,59871
EHA03596_bin.15.fa.gz,61.36,2.52,1477972,2827
EHA03781_bin.109.fa.gz,86.02,4.22,1745542,11529
EHA03694_bin.429.fa.gz,93.92,1.6,2044706,8554
EHA02919_bin.235.fa.gz,98.02,0.09,1361424,3072
EHA00660_bin.35.fa.gz,81.37,1.331,3725836,6942
EHA03409_bin.3.fa.gz,98.09,0.03,4324552,32463
EHA03694_bin.186.fa.gz,86.38,2.35,2386844,13392
EHA00685_bin.16.fa.gz,94.32,0.806,2171888,115401
EHA03599_bin.17.fa.gz,94.01,0.36,2681984,14433
EHA03694_bin.427.fa.gz,96.76,0.44,2104971,41692
EHA03651_bin.82.fa.gz,99.4,0.17,4280223,10775
EHA03449_bin.30.fa.gz,97.2,0.04,1334599,54325
EHA03781_bin.592.fa.gz,67.64,2.92,3675318,7685
EHA03781_bin.149.fa.gz,94.66,1.96,2142739,34198
EHA03384_bin.41.fa.gz,99.49,1.24,4196341,74288
EHA03651_bin.400.fa.gz,91.58,3.26,2409572,5402
EHA03396_bin.28.fa.gz,60.69,8.53,3075956,2890
EHA03403_bin.29.fa.gz,52.22,0.49,2842525,58956
EHA01432_bin.47.fa.gz,97.15,0.316,4179748,64631
EHA03417_bin.18.fa.gz,94.36,2.63,4353045,54553
EHA00679_bin.6.fa.gz,81.52,2.098,737416,4635
EHA03384_bin.16.fa.gz,99.98,0.54,2148394,119798
EHA03694_bin.184.fa.gz,81.69,2.55,2980695,11673
EHA01426_bin.32.fa.gz,61.59,5.516,3860721,3573
EHA03418_bin.15.fa.gz,68.51,2.01,3191367,4029
EHA03755_bin.300.fa.gz,82.16,5.53,2813841,8632
EHA03781_bin.484.fa.gz,93.52,3.2,1071039,5842
EHA03597_bin.15.fa.gz,98.57,2.29,2997409,109244
EHA03425_bin.19.fa.gz,99.83,1.06,4724712,60417
EHA00686_bin.10.fa.gz,86.38,5.303,5016905,71363
EHA00717_bin.18.fa.gz,91.04,1.403,2206919,9105
EHA03592_bin.12.fa.gz,53.51,3.69,2445403,2652
EHA03651_bin.290.fa.gz,92.94,2.86,2362321,5360
EHA03430_bin.12.fa.gz,82.38,2.33,2358252,4177
EHA03781_bin.112.fa.gz,68.45,4.84,3790059,5656
EHA03694_bin.513.fa.gz,74.39,4.5,1160196,12261
EHA03437_bin.38.fa.gz,78.16,0.76,4767513,36571
EHA01432_bin.61.fa.gz,95.79,0.0,1762310,30067
EHA03694_bin.371.fa.gz,88.3,2.03,2516174,14210
EHA03586_bin.16.fa.gz,97.6,0.27,3365064,39558
EHA03694_bin.55.fa.gz,80.42,4.98,2359122,4436
EHA03755_bin.132.fa.gz,54.15,1.37,1638292,3255
EHA00672_bin.6.fa.gz,95.56,0.0,2068426,154353
EHA03781_bin.199.fa.gz,91.92,0.58,1517303,5093
EHA03781_bin.72.fa.gz,62.71,5.72,1614484,4953
EHA03378_bin.38.fa.gz,84.9,0.19,1983234,91108
EHA03781_bin.148.fa.gz,82.44,2.85,2326234,28012
EHA03424_bin.8.fa.gz,99.51,2.87,5911003,69831
EHA03781_bin.561.fa.gz,66.51,4.35,3205239,19167
EHA03781_bin.8.fa.gz,56.1,2.72,2854697,4852
EHA03426_bin.27.fa.gz,62.4,0.22,4074651,145109
EHA03394_bin.2.fa.gz,86.44,0.17,3501185,13235
EHA03694_bin.298.fa.gz,87.85,5.66,1385928,5966
EHA03378_bin.13.fa.gz,59.32,2.86,1063446,3467
EHA01447_bin.7.fa.gz,96.64,0.0,3005573,74209
EHA01404_bin.5.fa.gz,61.2,6.896,3179144,16491
EHA03651_bin.483.fa.gz,97.87,5.86,842208,3110
EHA03431_bin.29.fa.gz,99.7,1.36,1768271,143399
EHA01409_bin.10.fa.gz,65.34,6.896,4330444,7998
EHA03694_bin.317.fa.gz,99.36,0.12,1961672,49260
EHA02919_bin.169.fa.gz,97.13,0.15,2194745,22261
EHA00651_bin.26.fa.gz,92.78,5.725,4658247,14294
EHA00666_bin.6.fa.gz,99.41,0.352,2958961,104336
EHA02919_bin.10.fa.gz,54.21,2.26,1587627,3007
EHA00717_bin.37.fa.gz,64.13,2.586,3987214,70990
EHA03755_bin.296.fa.gz,77.13,3.35,2643283,3877
EHA02919_bin.3.fa.gz,56.95,1.33,3173102,4019
EHA02919_bin.51.fa.gz,96.39,1.86,3035489,2683
EHA03694_bin.17.fa.gz,88.79,2.01,5527069,7416
EHA01421_bin.18.fa.gz,99.8,0.537,3606126,50431
EHA03396_bin.23.fa.gz,81.64,5.23,4617641,74640
EHA03448_bin.30.fa.gz,99.05,1.83,2170642,6399
EHA03651_bin.160.fa.gz,97.74,3.84,4600848,7433
EHA01409_bin.80.fa.gz,50.86,1.612,4108349,7948
EHA01443_bin.117.fa.gz,97.31,1.037,4671228,18973
EHA03694_bin.370.fa.gz,90.05,0.13,2188479,17832
EHA03410_bin.18.fa.gz,63.2,8.06,2122316,2927
EHA03388_bin.12.fa.gz,99.65,0.08,3716212,285621
EHA03374_bin.6.fa.gz,95.52,1.74,1924190,19675
EHA03424_bin.26.fa.gz,52.06,8.37,2525026,30805
EHA03415_bin.24.fa.gz,66.2,0.8,1330676,3015
EHA03781_bin.518.fa.gz,82.77,1.81,2043474,14125
EHA03755_bin.231.fa.gz,91.05,0.38,2850689,6781
EHA00721_bin.3.fa.gz,82.74,0.48,2025040,5039
EHA03694_bin.654.fa.gz,63.74,0.74,1009524,4054
EHA00659_bin.34.fa.gz,55.04,5.906,2580714,3833
EHA03449_bin.9.fa.gz,94.96,0.02,1184695,3035
EHA01402_bin.22.fa.gz,74.8,2.004,3854525,5585
EHA00719_bin.4.fa.gz,69.38,5.003,3054966,8088
EHA00657_bin.8.fa.gz,99.35,0.0,4809755,112122
EHA01402_bin.23.fa.gz,70.68,1.898,3214050,6400
EHA03378_bin.6.fa.gz,99.92,0.04,3249534,153435
EHA03421_bin.5.fa.gz,94.6,0.16,980085,53595
EHA03694_bin.461.fa.gz,100.0,0.09,1230539,60384
EHA03449_bin.34.fa.gz,92.2,0.61,4095542,79459
EHA03694_bin.400.fa.gz,95.39,0.9,2107528,21904
EHA00565_bin.10.fa.gz,65.28,0.0,1027016,7347
EHA02869_bin.53.fa.gz,75.36,1.13,1852569,3964
EHA01415_bin.102.fa.gz,97.58,0.769,4265609,50947
EHA00644_bin.4.fa.gz,98.65,0.978,3929123,90745
EHA00651_bin.41.fa.gz,94.15,0.961,2555432,64164
EHA01404_bin.114.fa.gz,53.27,0.738,1863988,5058
EHA03598_bin.4.fa.gz,94.09,0.0,2051676,9337
EHA03406_bin.4.fa.gz,92.52,1.53,1791326,4923
EHA02869_bin.33.fa.gz,99.0,0.09,987672,113905
EHA03382_bin.14.fa.gz,99.86,0.58,3413063,13385
EHA00664_bin.17.fa.gz,53.23,1.555,1023364,2768
EHA00725_bin.4.fa.gz,89.06,5.015,3330244,9083
EHA00658_bin.11.fa.gz,73.71,0.799,2695540,4789
EHA00562_bin.9.fa.gz,82.66,7.371,3989085,5329
EHA02919_bin.287.fa.gz,61.55,2.28,1267354,3988
EHA03437_bin.22.fa.gz,99.93,2.54,1745701,35038
EHA03588_bin.8.fa.gz,85.42,3.31,2805874,8312
EHA03599_bin.37.fa.gz,99.95,0.22,1178129,6558
EHA03694_bin.351.fa.gz,93.81,0.09,2889884,23509
EHA03781_bin.399.fa.gz,88.17,1.66,4106001,4683
EHA00717_bin.11.fa.gz,96.55,1.606,3042462,43736
EHA03373_bin.10.fa.gz,93.04,1.49,6539057,162503
EHA01825_bin.15.fa.gz,96.87,0.0,1015801,22414
EHA03420_bin.10.fa.gz,98.44,2.4,4332573,31246
EHA03755_bin.80.fa.gz,86.57,1.36,3466813,31746
EHA00563_bin.23.fa.gz,65.28,1.098,992823,4014
EHA01439_bin.48.fa.gz,52.58,1.724,3590931,4435
EHA03694_bin.191.fa.gz,95.42,0.04,1462713,10486
EHA01447_bin.29.fa.gz,94.96,0.62,2362863,9201
EHA03407_bin.19.fa.gz,99.42,0.23,3270906,140100
EHA03781_bin.610.fa.gz,82.18,3.67,902661,3389
EHA03443_bin.9.fa.gz,76.71,3.2,1313782,65383
EHA01823_bin.2.fa.gz,91.65,0.71,3526233,4484
EHA03694_bin.657.fa.gz,77.99,1.15,1378121,126351
EHA03694_bin.439.fa.gz,71.86,1.34,1869717,2838
EHA03401_bin.16.fa.gz,99.54,0.05,3089282,18882
EHA03781_bin.433.fa.gz,95.82,2.23,2390962,37074
EHA00659_bin.33.fa.gz,95.65,1.207,3607401,117933
EHA03399_bin.20.fa.gz,57.7,9.88,2251009,2117
EHA03694_bin.231.fa.gz,92.72,4.77,3285717,6756
EHA03376_bin.2.fa.gz,98.44,1.2,2134862,251092
EHA03404_bin.18.fa.gz,51.6,5.17,1886120,2568
EHA03373_bin.28.fa.gz,99.38,0.18,4151446,242021
EHA03651_bin.270.fa.gz,89.71,1.9,2057947,7937
EHA03448_bin.1.fa.gz,52.16,1.49,1005218,2902
EHA03415_bin.19.fa.gz,57.79,1.09,2675960,4452
EHA01825_bin.25.fa.gz,83.27,0.62,1216082,3739
EHA01432_bin.126.fa.gz,98.73,1.265,3213196,98204
EHA03434_bin.58.fa.gz,60.66,0.06,1846124,2581
EHA00645_bin.5.fa.gz,55.02,0.952,3116779,3465
EHA01439_bin.50.fa.gz,90.16,1.282,3415656,9434
EHA00691_bin.7.fa.gz,97.12,0.574,3621460,151022
EHA03651_bin.96.fa.gz,96.45,1.91,2689892,3594
EHA01404_bin.116.fa.gz,99.68,1.424,2305712,37246
EHA03586_bin.23.fa.gz,61.48,1.79,2528629,3160
EHA03781_bin.730.fa.gz,98.41,1.61,1776739,4810
EHA03781_bin.373.fa.gz,98.41,0.14,4175019,60722
EHA00717_bin.21.fa.gz,94.35,0.0,1660790,232642
EHA00672_bin.18.fa.gz,85.68,7.367,5660866,14682
EHA01443_bin.99.fa.gz,83.16,4.775,4591984,23497
EHA00672_bin.9.fa.gz,88.11,1.77,2750120,6405
EHA03755_bin.35.fa.gz,91.52,1.14,3651712,13870
EHA03781_bin.183.fa.gz,97.54,2.64,2932710,32510
EHA03408_bin.18.fa.gz,92.79,1.07,2493941,19238
EHA03755_bin.223.fa.gz,99.03,2.48,2546243,53948
EHA00664_bin.5.fa.gz,97.49,1.48,3330198,100291
EHA00642_bin.19.fa.gz,52.58,8.62,3671759,14740
EHA01404_bin.42.fa.gz,90.29,3.064,3766163,9406
EHA03781_bin.536.fa.gz,97.19,0.63,1404954,78434
EHA03651_bin.378.fa.gz,56.03,7.13,3675748,2832
EHA03432_bin.17.fa.gz,99.71,1.35,3464753,38498
EHA03392_bin.23.fa.gz,60.51,1.32,3310901,47430
EHA03651_bin.142.fa.gz,100.0,1.14,1946137,65537
EHA01826_bin.15.fa.gz,98.59,0.27,2618545,2864
EHA03781_bin.436.fa.gz,88.01,1.91,1049493,10348
EHA01404_bin.45.fa.gz,100.0,4.716,3163302,17695
EHA03392_bin.1.fa.gz,78.7,1.02,1477627,4510
EHA01409_bin.88.fa.gz,99.23,0.572,2814138,3282
EHA03651_bin.203.fa.gz,96.46,0.14,3073532,87001
EHA03694_bin.495.fa.gz,84.44,4.43,2553354,32559
EHA01432_bin.69.fa.gz,75.8,0.821,2746796,4643
EHA03651_bin.239.fa.gz,73.71,5.26,2120413,6602
EHA03389_bin.15.fa.gz,90.4,1.34,3416233,13918
EHA01432_bin.8.fa.gz,99.51,0.881,2275420,208742
EHA00651_bin.16.fa.gz,78.98,1.164,3514643,4286
EHA00652_bin.16.fa.gz,94.74,1.26,4462391,13360
EHA03382_bin.21.fa.gz,99.45,0.47,3311748,93950
EHA03401_bin.27.fa.gz,74.63,3.79,2007588,6090
EHA00804_bin.33.fa.gz,98.12,1.658,4101497,111755
EHA01432_bin.146.fa.gz,58.67,2.147,1821276,3520
EHA01447_bin.35.fa.gz,92.07,5.663,3795389,7915
EHA03651_bin.54.fa.gz,86.99,2.33,4073505,7296
EHA03781_bin.658.fa.gz,78.72,4.62,1018686,4432
EHA03694_bin.333.fa.gz,92.48,4.25,3608766,11773
EHA01443_bin.128.fa.gz,78.76,1.724,2646174,9749
EHA03441_bin.9.fa.gz,94.83,0.21,2512213,46019
EHA03694_bin.484.fa.gz,93.1,1.95,2938407,8836
EHA03755_bin.363.fa.gz,53.45,0.0,1811984,2836
EHA03586_bin.4.fa.gz,95.65,0.2,1626048,181468
EHA03651_bin.227.fa.gz,94.48,0.91,4006299,48373
EHA03651_bin.407.fa.gz,99.94,3.53,1564610,5824
EHA03651_bin.333.fa.gz,90.64,6.09,3047251,5555
EHA01443_bin.113.fa.gz,69.2,0.494,1816144,3218
EHA03781_bin.534.fa.gz,94.81,0.25,1457102,98658
EHA03401_bin.2.fa.gz,81.84,1.69,2340226,3822
EHA03694_bin.363.fa.gz,83.09,0.23,3122494,7859
EHA03694_bin.488.fa.gz,96.91,2.08,2985992,43673
EHA03431_bin.51.fa.gz,99.0,1.16,2196206,193014
EHA03434_bin.26.fa.gz,99.93,1.58,3907085,30505
EHA00687_bin.17.fa.gz,95.24,1.977,3825095,25100
EHA03408_bin.40.fa.gz,81.77,2.3,2607748,10773
EHA00719_bin.20.fa.gz,79.64,0.062,1508221,5489
EHA03651_bin.200.fa.gz,89.84,2.51,1734240,70380
EHA00720_bin.11.fa.gz,51.86,1.754,1882506,3913
EHA02869_bin.78.fa.gz,92.69,1.31,3210086,7574
EHA00563_bin.16.fa.gz,72.46,0.0,1803108,5940
EHA03419_bin.13.fa.gz,98.13,0.14,2763075,76887
EHA03413_bin.6.fa.gz,82.18,1.69,2901886,5664
EHA02919_bin.130.fa.gz,94.67,2.7,3891759,9161
EHA03755_bin.46.fa.gz,80.06,1.18,2987871,5879
EHA02919_bin.190.fa.gz,97.86,0.89,1671719,12150
EHA03781_bin.308.fa.gz,73.12,0.98,2517507,122557
EHA03651_bin.56.fa.gz,93.93,2.44,2839433,9426
EHA03435_bin.30.fa.gz,71.05,2.61,1527300,3180
EHA03781_bin.47.fa.gz,100.0,1.09,2638264,8098
EHA03781_bin.91.fa.gz,87.23,3.36,1491719,13240
EHA03432_bin.26.fa.gz,78.99,1.18,1908021,31257
EHA03651_bin.8.fa.gz,95.65,1.18,3427553,25642
EHA03421_bin.15.fa.gz,73.73,0.2,1201669,3538
EHA03448_bin.8.fa.gz,94.27,0.3,2685854,4990
EHA00669_bin.6.fa.gz,97.98,0.447,2148602,24165
EHA03651_bin.403.fa.gz,74.34,3.01,1507399,4617
EHA03430_bin.28.fa.gz,79.39,4.5,4339148,14826
EHA01826_bin.1.fa.gz,100.0,0.88,3804513,64561
EHA03446_bin.3.fa.gz,92.43,0.17,3000926,134775
EHA01447_bin.64.fa.gz,61.39,1.016,3323904,3876
EHA03781_bin.455.fa.gz,86.04,0.01,1968914,109018
EHA00723_bin.3.fa.gz,97.27,1.814,2662215,18832
EHA03781_bin.226.fa.gz,78.29,0.72,2622380,13548
EHA03443_bin.2.fa.gz,99.25,0.24,1166953,6429
EHA03694_bin.518.fa.gz,96.39,0.76,2496512,5393
EHA00717_bin.45.fa.gz,56.75,9.423,1788846,2721
EHA03425_bin.12.fa.gz,97.34,0.0,3553571,19378
EHA03651_bin.129.fa.gz,97.66,0.36,1647504,64252
EHA00728_bin.5.fa.gz,82.19,3.503,3713007,5417
EHA03426_bin.5.fa.gz,61.72,1.5,2721702,3637
EHA03651_bin.123.fa.gz,95.06,3.54,4637780,21690
EHA01421_bin.83.fa.gz,75.68,1.724,4323862,8969
EHA03407_bin.1.fa.gz,99.85,0.44,4041511,92854
EHA01404_bin.49.fa.gz,77.93,1.724,5129564,33899
EHA01409_bin.24.fa.gz,97.31,2.104,1584810,16805
EHA03755_bin.358.fa.gz,50.96,0.97,1317114,4186
EHA01443_bin.8.fa.gz,98.93,0.0,2655440,41714
EHA00679_bin.18.fa.gz,94.11,0.653,1844221,101938
EHA03755_bin.190.fa.gz,74.51,3.24,2929714,4772
EHA00717_bin.41.fa.gz,82.82,1.677,1941539,5816
EHA00719_bin.6.fa.gz,90.06,9.251,4151342,5171
EHA03386_bin.32.fa.gz,53.08,9.47,2139737,9200
EHA01426_bin.68.fa.gz,62.76,0.192,2569296,3426
EHA03755_bin.347.fa.gz,59.0,0.81,1345723,3787
EHA01447_bin.65.fa.gz,61.81,7.885,1683012,4123
EHA03443_bin.16.fa.gz,56.13,0.51,1730243,2710
EHA03781_bin.156.fa.gz,99.18,2.64,2698811,6544
EHA03651_bin.62.fa.gz,91.27,1.51,1339655,2916
EHA03402_bin.15.fa.gz,72.85,3.35,2563404,4474
EHA00727_bin.1.fa.gz,63.31,0.112,857000,4117
EHA00722_bin.30.fa.gz,91.45,0.0,2848864,39390
EHA03651_bin.5.fa.gz,61.83,1.56,1626078,4383
EHA00727_bin.7.fa.gz,98.08,0.191,2515467,90065
EHA03385_bin.13.fa.gz,57.6,0.46,1257066,2577
EHA03781_bin.206.fa.gz,99.86,3.31,3483004,14178
EHA03446_bin.17.fa.gz,99.99,0.02,2983243,110787
EHA00564_bin.35.fa.gz,78.08,1.685,1092446,16547
EHA03651_bin.192.fa.gz,74.21,7.27,2292226,4506
EHA03414_bin.22.fa.gz,51.45,5.27,1754546,2256
EHA03781_bin.178.fa.gz,88.79,0.21,862322,3863
EHA03694_bin.562.fa.gz,55.62,2.52,1711896,4219
EHA03441_bin.15.fa.gz,59.61,7.3,2981425,3239
EHA01826_bin.4.fa.gz,85.88,7.27,1085134,2680
EHA03379_bin.8.fa.gz,61.29,1.33,2576233,3508
EHA03781_bin.605.fa.gz,93.19,3.35,2134469,3665
EHA01447_bin.73.fa.gz,88.35,2.215,2617648,8760
EHA00689_bin.12.fa.gz,68.51,0.107,2676760,4704
EHA00660_bin.3.fa.gz,97.01,0.0,4599183,94688
EHA00719_bin.19.fa.gz,99.45,0.0,3731993,166448
EHA00666_bin.7.fa.gz,100.0,0.0,3010736,12512
EHA03781_bin.497.fa.gz,76.9,1.04,2473222,4208
EHA03651_bin.114.fa.gz,96.7,0.73,1029116,16991
EHA03449_bin.32.fa.gz,99.72,0.63,2955506,72130
EHA03385_bin.30.fa.gz,96.37,0.18,3669668,130098
EHA03755_bin.240.fa.gz,95.6,0.0,2020663,32917
EHA00719_bin.24.fa.gz,87.16,2.644,3170208,22354
EHA03781_bin.590.fa.gz,89.69,0.85,4272044,72072
EHA03651_bin.317.fa.gz,92.44,3.21,1979736,3434
EHA03694_bin.73.fa.gz,98.13,0.2,3471243,10255
EHA03401_bin.28.fa.gz,54.45,0.44,1886648,7777
EHA03423_bin.21.fa.gz,99.52,0.32,2614183,65775
EHA00643_bin.26.fa.gz,98.86,0.0,3734388,124128
EHA03591_bin.16.fa.gz,98.89,0.1,2405975,132680
EHA03781_bin.543.fa.gz,76.32,4.42,3427941,7256
EHA00651_bin.21.fa.gz,98.1,1.898,4211198,33076
EHA01432_bin.80.fa.gz,89.62,2.122,3237785,13237
EHA03694_bin.673.fa.gz,86.65,1.93,1101268,3533
EHA00805_bin.56.fa.gz,96.55,1.149,4078773,72497
EHA00678_bin.4.fa.gz,55.58,0.0,1454535,2661
EHA01432_bin.51.fa.gz,67.53,0.68,2113903,4578
EHA00688_bin.22.fa.gz,96.58,6.352,5682215,50606
EHA03408_bin.22.fa.gz,94.47,1.19,4050205,71619
EHA03452_bin.9.fa.gz,96.11,0.0,1694598,150469
EHA03694_bin.134.fa.gz,81.07,1.45,2260536,5202
EHA03694_bin.485.fa.gz,94.85,4.5,2627529,37335
EHA03781_bin.558.fa.gz,98.39,1.3,1648760,5966
EHA03755_bin.71.fa.gz,82.11,7.46,4562065,8596
EHA03375_bin.3.fa.gz,81.44,1.04,2951261,5929
EHA02869_bin.85.fa.gz,62.02,2.12,2497580,2856
